Order Date,Sales         
9/16/17,5.98         
10/13/17,11.648         
10/13/17,18.176         
10/13/17,59.712         
10/13/17,24.84         
9/26/15,2.08         
9/26/15,1114.4         
11/2/15,1038.84         
9/26/15,141.76         
9/26/15,239.8         
9/26/15,31.104         
12/18/16,254.058         
12/18/16,194.528         
12/18/16,961.48         
11/20/16,19.096         
11/20/16,18.496         
11/20/16,255.984         
11/20/16,86.97         
12/26/14,300.416         
12/26/14,230.352         
12/26/14,218.352         
12/26/14,78.6         
12/26/14,27.552         
10/28/16,32.4         
10/28/16,1082.48         
10/28/16,56.91         
10/28/16,77.6         
10/28/16,14.28         
11/19/17,219.075         
5/4/15,26.8         
12/30/14,9.84         
6/1/14,45.48         
6/1/14,289.2         
4/15/17,4.89         
9/12/16,15.136         
9/12/16,466.768         
9/12/16,15.232         
9/12/16,6.264         
9/27/14,87.54         
8/9/14,178.384         
8/9/14,15.552         
12/28/14,99.136         
11/4/14,135.882         
11/4/14,3991.98         
11/4/14,275.94         
11/4/14,360         
11/4/14,43.57         
9/19/14,7.16         
4/23/16,251.52         
4/23/16,99.99         
11/3/17,15.992         
8/30/16,290.898         
8/30/16,54.224         
8/30/16,786.744         
8/30/16,100.24         
8/30/16,37.764         
4/25/16,82.8         
4/25/16,20.724         
4/25/16,4.896         
9/1/15,4.752         
9/1/15,959.984         
9/1/15,14.368         
7/12/14,7.712         
7/12/14,698.352         
6/22/15,4.96         
4/13/14,17.856         
4/13/14,509.97         
4/13/14,30.992         
4/13/14,71.928         
12/20/15,88.8         
6/15/17,47.976         
7/8/17,7.56         
7/8/17,24.56         
7/8/17,12.96         
9/1/16,6.79         
9/1/16,24.56         
9/1/16,3.048         
9/1/16,49.12         
9/1/16,4355.168         
4/8/16,388.704         
4/8/16,8.26         
4/8/16,17.04         
4/8/16,34.4         
4/23/16,36.24         
3/8/17,647.84         
3/8/17,20.7         
9/25/17,20.7         
9/25/17,488.646         
9/25/17,5.56         
9/25/17,47.12         
9/24/14,211.96         
10/21/16,23.2         
10/21/16,7.36         
10/21/16,104.79         
10/21/16,1043.92         
5/29/17,25.92         
5/29/17,53.424         
7/23/14,8.16         
7/23/14,1023.936         
7/23/14,9.24         
7/23/14,479.04         
9/28/16,99.136         
8/27/17,1488.424         
4/28/15,8.652         
4/28/15,23.832         
4/28/15,12.176         
10/28/16,50.96         
10/28/16,49.536         
6/26/15,41.9         
11/27/15,375.4575         
11/27/15,83.976         
12/3/15,482.34         
12/3/15,2.96         
11/24/14,2.624         
12/11/17,23.36         
12/11/17,39.98         
9/21/14,246.384         
9/21/14,1799.97         
6/7/14,12.462         
6/30/17,75.792         
10/17/17,49.96         
10/17/17,12.96         
10/31/15,70.12         
9/8/16,35.952         
9/8/16,2396.2656         
9/8/16,131.136         
9/8/16,57.584         
12/24/14,9.568         
4/16/14,39.072         
12/24/17,35.91         
12/8/17,179.95         
12/8/17,1199.976         
12/8/17,27.15         
12/8/17,1004.024         
12/8/17,9.68         
12/8/17,28.35         
12/8/17,55.98         
12/8/17,1336.829         
12/8/17,113.568         
11/3/17,139.86         
11/3/17,307.136         
6/24/17,95.92         
4/14/16,383.8         
11/6/17,5.78         
3/4/17,9.32         
3/4/17,15.25         
6/22/14,196.752         
10/19/17,56.56         
10/19/17,32.7         
8/21/17,866.4         
11/23/17,28.4         
11/23/17,287.92         
9/12/14,69.99         
10/1/17,6.672         
4/15/16,189.588         
4/15/16,408.744         
4/15/16,291.96         
4/15/16,4.768         
6/6/16,714.3         
12/19/14,4.812         
12/19/14,247.8         
6/12/16,1007.979         
6/12/16,313.488         
9/15/17,31.872         
1/20/17,207.846         
9/5/16,12.22         
9/5/16,194.94         
9/5/16,70.95         
9/5/16,91.36         
9/5/16,242.94         
9/5/16,22.05         
3/20/17,2.91         
4/1/16,59.52         
4/1/16,161.94         
4/1/16,263.88         
4/1/16,30.48         
4/1/16,9.84         
4/1/16,35.12         
10/20/17,284.364         
10/20/17,665.408         
12/13/16,63.88         
2/12/14,129.568         
9/26/16,747.558         
9/26/16,8.928         
12/15/15,103.92         
12/15/15,899.91         
12/15/15,51.312         
4/22/16,23.56         
4/22/16,1272.63         
4/22/16,28.485         
4/22/16,185.376         
4/22/16,78.272         
1/17/15,254.744         
3/31/17,205.3328         
12/16/16,4.788         
12/20/15,55.48         
11/9/14,340.92         
11/9/14,222.666         
11/9/14,703.968         
11/9/14,92.52         
11/9/14,62.65         
11/9/14,94.85         
7/12/16,95.76         
10/27/16,40.2         
6/26/16,14.7         
6/26/16,704.25         
10/6/14,9.09         
7/22/14,5.96         
7/22/14,159.98         
6/10/17,29.6         
6/10/17,514.165         
6/10/17,279.96         
10/29/14,2735.952         
6/9/14,7.992         
6/9/14,63.984         
6/9/14,70.368         
9/14/14,449.15         
9/14/14,11.07         
5/9/16,93.98         
3/18/16,189.882         
12/27/15,105.42         
7/25/16,119.616         
7/25/16,255.76         
7/25/16,241.568         
7/25/16,69.3         
5/30/16,22.62         
5/30/16,14.952         
5/30/16,801.568         
5/30/16,2.376         
5/30/16,32.792         
11/12/17,15.92         
3/16/15,2.74         
3/16/15,8.34         
3/16/15,46.74         
3/16/15,6354.95         
11/26/17,126.3         
11/26/17,38.04         
10/20/16,7.152         
12/21/17,6.63         
12/21/17,5.88         
1/22/17,2999.95         
1/22/17,51.45         
1/22/17,11.96         
1/22/17,1126.02         
3/22/15,18.392         
3/22/15,129.568         
3/22/15,14.112         
1/23/17,210.98         
5/21/16,55.176         
5/21/16,66.26         
12/26/15,22.2         
10/21/17,683.952         
10/21/17,45.696         
9/3/15,36.336         
9/3/15,666.248         
9/3/15,52.512         
11/7/15,190.72         
9/7/17,47.94         
5/29/16,979.95         
5/29/16,22.75         
7/10/16,16.768         
9/3/17,42.616         
12/3/15,10.752         
12/7/15,152.94         
12/7/15,283.92         
2/1/14,468.9         
7/14/16,380.864         
12/18/15,646.776         
5/11/14,58.112         
5/11/14,100.792         
5/11/14,66.112         
11/19/17,41.28         
11/19/17,13.36         
11/15/15,250.272         
11/15/15,11.364         
11/15/15,8.72         
4/15/16,1121.568         
9/11/17,34.504         
11/24/17,10.824         
6/29/17,1295.78         
3/3/14,19.456         
6/10/16,20.7         
6/10/16,1335.68         
6/10/16,32.4         
11/20/17,42.6         
11/20/17,84.056         
9/14/14,13         
9/14/14,13.128         
12/7/15,3.96         
12/7/15,2.61         
12/7/17,374.376         
10/1/17,91.84         
10/1/17,81.088         
10/1/17,19.44         
10/1/17,451.152         
12/28/17,72.45         
12/28/17,13.96         
12/28/17,33.264         
12/28/17,14.85         
11/3/16,8.82         
9/18/15,160.72         
9/18/15,19.92         
9/18/15,7.3         
7/20/17,69.712         
7/20/17,8.792         
9/10/15,51.52         
12/1/17,470.376         
12/1/17,105.584         
12/1/17,31.152         
12/1/17,6.783         
12/1/17,406.368         
7/3/15,70.98         
7/3/15,294.93         
3/20/16,84.784         
3/20/16,20.736         
3/20/16,16.821         
3/20/16,10.368         
1/9/14,9.344         
1/9/14,31.2         
8/8/14,76.12         
8/8/14,1199.976         
8/8/14,445.96         
8/8/14,327.76         
7/14/16,11.632         
7/16/16,143.982         
7/16/16,494.376         
7/16/16,5.84         
3/15/14,142.776         
3/15/14,45.696         
3/15/14,7.218         
3/15/14,43.188         
3/15/14,131.904         
5/23/14,3.282         
5/23/14,21.168         
5/23/14,55.188         
4/28/16,369.576         
4/28/16,15.712         
9/11/16,8.448         
9/11/16,728.946         
11/14/17,119.94         
11/14/17,3.648         
8/18/17,40.48         
8/18/17,9.94         
8/18/17,107.424         
8/18/17,37.91         
8/18/17,88.02         
12/26/14,8.69         
11/29/15,301.96         
11/29/15,555.21         
11/29/15,523.48         
11/29/15,161.82         
9/15/17,35.56         
5/19/17,97.16         
12/17/17,15.24         
12/17/17,13.23         
12/11/16,243.384         
12/11/16,119.8         
12/11/16,300.768         
9/24/17,17.88         
9/24/17,235.944         
10/4/15,392.94         
8/15/16,18.882         
8/15/16,122.328         
5/20/16,1049.2         
5/20/16,15.424         
12/18/16,18.84         
7/30/17,330.4         
7/30/17,26.25         
6/10/17,132.52         
7/21/17,6.48         
12/30/17,209.3         
4/1/16,31.56         
4/1/16,30.144         
12/11/16,14.8         
12/11/16,302.376         
12/11/16,316         
10/23/16,379.4         
6/19/17,97.82         
6/19/17,103.12         
8/22/16,113.552         
8/22/16,3.318         
8/22/16,134.288         
9/19/16,701.372         
9/19/16,2.308         
8/24/15,999.432         
8/24/15,724.08         
8/24/15,918.785         
8/24/15,2.724         
3/26/16,459.95         
11/4/16,10.74         
6/8/17,23.76         
6/8/17,85.056         
6/8/17,381.576         
12/24/14,30.36         
6/9/17,23.976         
6/9/17,108.925         
6/9/17,36.352         
6/15/17,19.56         
12/5/17,61.44         
12/5/17,38.9         
12/5/17,99.39         
3/18/17,2.688         
3/18/17,27.816         
3/18/17,82.524         
3/18/17,182.994         
11/19/16,14.352         
11/19/16,64.96         
11/19/16,68.6         
11/4/17,7999.98         
11/4/17,167.44         
7/5/14,479.97         
7/5/14,14.62         
7/5/14,19.44         
12/25/17,191.984         
6/21/14,104.01         
6/21/14,284.82         
6/21/14,36.84         
3/28/15,166.24         
3/28/15,33.4         
5/14/15,198.272         
5/14/15,47.36         
5/14/15,200.984         
5/14/15,97.696         
5/14/15,2.696         
5/14/15,18.588         
5/14/15,4.896         
9/2/17,15.072         
11/4/16,209.88         
4/9/15,369.912         
9/12/14,10.368         
9/12/14,166.84         
9/12/14,15.216         
12/2/14,119.96         
12/2/14,883.92         
12/2/14,46.72         
4/5/14,55.48         
9/3/17,24.448         
5/19/17,281.34         
5/19/17,307.98         
5/19/17,299.97         
7/1/14,19.92         
1/11/14,9.94         
9/24/17,103.056         
6/2/14,59.808         
6/2/14,73.32         
2/13/16,146.82         
12/15/16,1652.94         
12/15/16,296.37         
10/7/14,129.92         
7/7/16,45.584         
9/16/17,17.568         
9/16/17,55.992         
12/3/16,182.72         
12/3/16,400.032         
12/3/16,33.63         
12/3/16,542.646         
12/3/16,6.3         
1/21/17,242.94         
1/21/17,179.97         
1/21/17,99.696         
1/21/17,27.936         
1/21/17,84.98         
1/21/17,18.72         
9/8/14,49.98         
1/4/14,11.784         
1/4/14,272.736         
1/4/14,3.54         
8/27/16,51.52         
8/27/16,3.528         
8/27/16,4.624         
8/27/16,55.168         
5/27/14,567.12         
5/27/14,359.32         
3/20/16,11.992         
10/2/17,58.05         
10/2/17,157.74         
10/2/17,56.98         
10/2/17,2.88         
4/7/16,1199.976         
12/7/15,79.92         
9/18/16,383.438         
12/29/14,24.56         
12/29/14,119.8         
7/23/17,13.128         
9/18/17,22.72         
8/31/15,58.32         
11/3/17,12.39         
2/8/15,107.982         
1/13/14,11.36         
1/13/14,50.94         
1/13/14,646.74         
1/13/14,5.64         
1/13/14,572.58         
5/14/14,310.88         
5/19/16,641.96         
1/30/17,18.28         
1/30/17,207         
1/30/17,32.35         
1/30/17,7.71         
1/30/17,40.3         
1/30/17,34.58         
6/29/14,32.76         
8/21/15,544.008         
8/21/15,59.94         
8/21/15,23.92         
8/21/15,4.28         
10/3/15,32.07         
10/3/15,24         
10/3/15,35.49         
10/3/15,47.984         
5/23/15,186.69         
3/17/17,17.456         
12/12/15,348.928         
6/26/15,143.96         
6/26/15,15.42         
6/26/15,43.04         
6/26/15,332.94         
5/20/16,1363.96         
9/20/14,9.96         
9/20/14,21.72         
9/21/17,20.16         
12/24/15,132.79         
12/24/15,12.96         
12/24/15,21.56         
11/27/15,283.92         
2/20/17,22.23         
2/20/17,215.968         
8/18/16,355.32         
3/12/16,12.96         
4/22/17,18.28         
11/1/14,43.176         
11/1/14,1983.968         
2/3/15,28.4         
2/3/15,149.97         
10/13/14,11.52         
10/13/14,1298.55         
10/13/14,213.92         
10/13/14,25.78         
5/14/17,18.28         
5/14/17,1399.93         
3/20/15,51.84         
9/15/16,5.344         
6/28/14,41.472         
6/28/14,3.168         
6/28/14,1228.465         
6/28/14,31.086         
6/28/14,335.52         
6/20/17,239.97         
6/20/17,9.82         
5/9/14,67.8         
5/9/14,167.97         
8/21/17,35         
8/21/17,37.24         
8/21/17,15.28         
6/16/17,301.96         
6/16/17,180.66         
6/16/17,191.98         
6/16/17,65.99         
7/23/16,35.216         
7/23/16,23.696         
7/23/16,265.475         
9/8/14,51.184         
11/4/17,9.664         
3/7/16,21.072         
11/20/15,60.45         
11/20/15,11.52         
11/20/15,186.048         
11/7/16,37.44         
11/7/16,26.976         
11/7/16,11.36         
11/7/16,14.62         
10/13/15,83.72         
10/13/15,287.94         
1/1/17,48.896         
2/7/14,115.36         
6/20/16,5.16         
6/20/16,38.88         
5/28/16,185.88         
2/19/16,44.46         
2/19/16,242.94         
8/3/14,39.96         
8/3/14,102.3         
8/3/14,21.36         
4/10/17,7.61         
4/10/17,7.16         
6/9/14,7.36         
6/9/14,23.1         
1/5/16,191.472         
1/5/16,5.248         
1/5/16,59.184         
1/10/14,2.89         
1/10/14,51.94         
9/29/16,15.936         
4/6/14,44.91         
9/3/16,1141.47         
9/3/16,280.782         
10/19/15,34.44         
12/10/14,11.36         
12/10/14,106.344         
8/25/17,192.16         
1/17/16,322.59         
1/17/16,29.99         
1/17/16,371.97         
9/17/14,5.892         
11/30/17,68.472         
11/30/17,1242.9         
10/9/15,30.84         
12/23/17,13.48         
10/22/16,31.4         
4/29/14,17.46         
4/25/15,13.944         
6/26/17,83.76         
10/14/17,37.66         
12/9/14,34.68         
6/20/17,149.95         
6/20/17,51.312         
6/26/17,4.54         
6/26/17,15.92         
6/26/17,543.92         
11/10/16,155.82         
11/10/16,70.008         
10/3/16,15.648         
9/9/14,103.6         
10/29/17,46.96         
4/10/16,8.904         
11/11/17,10.44         
11/11/17,18.336         
9/15/17,323.976         
4/8/16,20.04         
4/8/16,64.96         
4/8/16,12.96         
12/30/17,323.136         
12/30/17,90.93         
12/30/17,52.776         
9/2/17,1199.8         
9/2/17,1928.78         
9/2/17,352.38         
5/31/15,22.2         
11/27/17,46.94         
11/27/17,143.73         
6/15/14,99.918         
6/15/14,797.944         
6/15/14,8.568         
3/5/16,149.352         
3/5/16,12.992         
12/5/14,24.56         
4/11/15,85.14         
4/11/15,21.99         
4/11/15,406.6         
9/15/16,841.568         
9/13/14,15.552         
9/13/14,252         
10/5/15,46.2         
10/5/15,28.84         
4/14/17,14.592         
4/14/17,89.856         
4/14/17,13.872         
9/2/17,12.192         
6/20/16,45.056         
6/20/16,29.718         
6/20/16,15.552         
6/20/16,447.696         
11/5/17,159.99         
12/13/15,12.96         
12/13/15,134.48         
6/19/16,17.12         
12/13/16,6.096         
12/13/16,1114.272         
5/29/15,32.4         
5/29/15,540.57         
5/29/15,167.76         
7/26/15,393.165         
11/28/17,516.488         
11/28/17,1007.232         
11/28/17,2065.32         
11/28/17,15.552         
11/28/17,25.344         
4/3/17,25.472         
12/28/17,27.168         
12/28/17,78.8528         
11/30/17,173.8         
5/15/17,29.592         
5/15/17,4.752         
5/15/17,15.552         
9/22/15,204.6         
11/14/17,321.568         
11/27/15,6.24         
9/1/16,21.88         
9/22/14,4.608         
4/9/17,9.82         
4/9/17,35.97         
4/9/17,12.96         
4/9/17,191.6         
4/9/17,8.64         
4/9/17,501.81         
1/16/14,127.104         
1/16/14,124.2         
1/16/14,18.588         
1/16/14,30.072         
10/5/17,160.93         
10/5/17,75.792         
7/9/17,1.08         
1/7/17,3059.982         
5/30/16,3.282         
12/9/15,34.02         
10/3/16,599.292         
11/11/14,3.392         
11/11/14,559.984         
11/11/14,603.92         
9/29/17,7.968         
9/29/17,27.968         
9/29/17,336.51         
3/10/15,1.112         
5/21/17,520.05         
5/21/17,17.97         
3/29/15,1166.92         
9/9/16,14.624         
8/26/16,10.23         
8/26/16,154.9         
5/21/14,2715.93         
5/21/14,617.97         
10/28/15,10.67         
10/28/15,36.63         
10/28/15,24.1         
10/28/15,33.11         
11/13/16,44.02         
7/31/15,2309.65         
7/31/15,1090.782         
7/31/15,19.44         
8/27/15,484.65         
11/13/15,115.296         
11/6/15,7.08         
11/6/15,4.401         
12/26/17,44.75         
8/1/17,95.984         
11/24/14,151.72         
6/17/17,155.25         
6/17/17,14.03         
12/21/15,1618.37         
12/21/15,99.6         
9/17/15,32.4         
7/6/15,13.96         
7/6/15,155.82         
7/6/15,124.95         
7/6/15,601.65         
4/27/15,22.74         
4/27/15,1267.53         
4/27/15,1379.92         
6/16/15,6.208         
12/17/17,11.808         
1/11/16,15.552         
1/11/16,63.312         
1/11/16,15.588         
7/11/14,177.2         
7/11/14,197.97         
7/11/14,854.94         
7/11/14,124.11         
7/11/14,14.4         
11/20/16,15.696         
11/20/16,2.628         
11/20/16,14.427         
4/22/16,86.62         
6/13/15,36.624         
11/20/17,23.968         
11/20/17,28.728         
3/20/16,697.16         
9/6/16,31.86         
9/6/16,722.352         
7/9/17,8.84         
7/9/17,58.464         
10/12/17,254.604         
3/8/16,1363.96         
3/8/16,102.36         
5/27/14,1113.504         
5/27/14,99.99         
7/3/15,168.464         
7/3/15,6.72         
7/3/15,282.888         
4/4/15,11.16         
4/4/15,108.4         
4/4/15,82.344         
4/4/15,9.088         
12/10/17,19.936         
12/10/17,65.568         
11/24/16,4.416         
3/23/15,107.772         
4/16/15,45.216         
4/16/15,10.416         
4/16/15,7.872         
4/16/15,118.782         
4/16/15,1.448         
4/16/15,55.47         
10/1/16,194.848         
9/28/17,1.744         
7/25/15,25.176         
11/20/15,19.46         
4/28/16,29.472         
11/14/17,8.64         
11/12/16,6.27         
11/12/16,4.368         
11/12/16,31.984         
9/29/16,40.88         
9/23/17,119.96         
9/23/17,31.44         
9/23/17,6.88         
11/29/15,19.92         
11/29/15,1106.91         
3/1/16,836.592         
3/1/16,26.38         
3/1/16,362.92         
3/1/16,4899.93         
8/12/16,6.48         
8/15/16,71.976         
8/15/16,3.15         
6/4/17,31.984         
6/4/17,71.984         
12/6/15,120.15         
12/6/15,219.184         
12/27/15,28.9         
12/27/15,355.96         
1/21/17,348.208         
1/21/17,35.784         
6/25/14,447.84         
6/14/16,7.04         
6/14/16,8.73         
6/14/16,29.29         
6/14/16,8.64         
4/21/17,2.694         
4/21/17,2.934         
10/21/16,22.92         
11/19/16,100.704         
11/19/16,2.328         
11/19/16,10.78         
11/19/16,58.368         
11/19/16,40.968         
11/19/16,71.96         
11/19/16,10.368         
11/19/16,1.192         
12/18/17,46.672         
12/18/17,119.833         
12/18/17,119.98         
7/22/16,6.3         
9/4/15,279.9         
9/4/15,619.95         
9/4/15,4.36         
9/4/15,15.28         
1/20/14,699.93         
1/20/14,22.96         
1/20/14,38.6         
1/20/14,6.63         
1/20/14,23.34         
1/20/14,1067.94         
3/2/15,10.16         
3/2/15,101.88         
4/12/16,343.92         
4/12/16,40.99         
4/12/16,63.9         
12/6/16,19.44         
6/5/16,124.608         
6/5/16,7.56         
12/11/16,85.224         
11/12/16,287.52         
11/12/16,37.68         
11/12/16,19.98         
11/12/16,20.58         
11/12/16,17.38         
9/29/14,204.6         
9/29/14,8.72         
9/29/14,6.48         
9/29/14,686.32         
9/29/14,62.18         
4/4/15,644.076         
4/4/15,5.84         
4/4/15,12.76         
4/4/15,10.95         
4/4/15,599.98         
5/8/15,8.352         
12/31/16,3.64         
12/31/16,159.768         
12/20/14,122.48         
12/20/14,2244.48         
12/20/14,62.31         
12/20/14,455.1         
7/2/16,195.184         
6/29/17,362.94         
6/29/17,11.54         
9/1/14,53.94         
3/3/14,9.99         
3/3/14,125.76         
3/3/14,25.32         
5/4/14,46.8         
11/2/15,447.93         
12/8/17,109.48         
12/8/17,272.94         
12/8/17,19.44         
12/8/17,31.92         
3/10/14,22.38         
4/21/14,16.52         
10/22/15,5.176         
8/22/15,50.112         
8/29/16,27.93         
12/27/14,11.56         
12/1/16,172.5         
12/1/16,179.97         
4/24/16,258.696         
6/21/14,1322.93         
6/21/14,3.76         
1/14/17,21.744         
1/14/17,7.92         
11/24/14,12.096         
11/24/14,485.88         
11/24/14,25.92         
11/24/14,197.58         
2/26/17,81.92         
2/26/17,889.536         
2/26/17,892.224         
2/26/17,223.92         
2/26/17,23.12         
9/15/15,15.552         
9/15/15,15.712         
9/15/15,24.672         
9/15/15,55.968         
4/8/16,431.928         
4/8/16,95.984         
4/8/16,1088.792         
7/18/16,544.008         
7/18/16,1.872         
7/18/16,854.352         
7/18/16,593.568         
7/18/16,338.04         
8/1/17,271.96         
7/14/16,11.21         
7/14/16,9.144         
7/14/16,14.07         
7/14/16,41.86         
7/14/16,8.544         
7/14/16,579.136         
9/9/17,141.372         
9/9/17,3.036         
9/9/17,4.503         
9/9/17,4.672         
9/9/17,95.88         
9/9/17,17.024         
9/9/17,258.696         
9/9/17,1931.958         
7/12/14,249.75         
7/12/14,255.936         
12/4/16,113.79         
12/4/16,78.15         
12/4/16,1.728         
12/4/16,40.56         
12/4/16,182.94         
12/4/16,193.86         
11/6/17,15.28         
11/6/17,8.73         
11/6/17,5.68         
10/31/15,2.78         
10/31/15,79.96         
5/30/16,839.988         
10/28/16,47.952         
10/28/16,37.425         
10/28/16,63.968         
10/28/16,165.048         
8/11/14,12.35         
8/11/14,40.97         
8/11/14,22.96         
8/29/16,22         
2/15/16,398.352         
2/15/16,8.72         
5/14/17,48.69         
12/12/14,764.688         
12/12/14,3610.848         
12/12/14,254.9745         
12/18/17,38.82         
12/18/17,1141.938         
12/18/17,1704.56         
12/18/17,3.2         
7/4/15,1099.96         
3/10/17,5.248         
3/10/17,35.91         
3/10/17,6.696         
3/10/17,43.872         
12/24/16,27.882         
12/24/16,540.048         
12/24/16,255.68         
10/23/17,863.88         
10/28/16,17.616         
7/7/17,17.472         
10/1/16,69.9         
10/1/16,41.85         
